sample_id	Identified_proteins	Identified_peptides	Median_precursor_mass_error_ppm	Median_precursor_mass_error_ppm_signed	Pct_charge_2plus	Pct_charge_3plus	Pct_zero_missed_cleavages	Identified_precursors	Median_RT_FWHM	Median_IM_FWHM
054_Bacillus_wiedmannii_NMSL88_DDA100_5366	1579	9415	1.498826143711757	0.0	69.80682234992052	26.21958674654603	87.302848759017	11544	5.8630004	0.020000001
056_Campylobacter_jejuni_DSM24114_DDA100_5292	905	4971	1.3401709849705778	0.25159922759037134	81.82758175003231	16.375856275042004	90.30632027917798	5550	5.8630004	0.020000001
057_Bacillus_wiedmannii_NMSW23_DDA100_5382	1593	9586	1.4190260545522975	0.0	69.85334057577404	26.17538777234595	87.58524956243588	11780	5.8630004	0.020000001
058_Burkholderia_cepacia_DSM7288_DDA100_5356	1742	7438	1.4935134256174138	0.0	70.61701774755349	25.733952562614032	88.8206999502405	8954	5.8630004	0.020000001
060_Citrobacter_freundii_DSM30039_DDA100_5350	1538	6310	1.602118931490035	0.05370829168479098	73.15254869070917	23.716335849408257	87.8855651849781	7627	5.8630004	0.020000001
062_Enterobacter_quasiroggenkampii_E34_DDA100_5328	1562	8527	1.456907701594226	0.0	69.82468443197756	26.262272089761574	87.76998597475456	10380	5.8630004	0.020000001
064_Bacteroides_fragilis_DSM2151_DDA100_4328	1377	9665	1.4278617089220078	0.0	72.96303464292626	23.850074188762015	89.9554867427908	11424	5.8630004	0.020000001
066_Bordetella_pertussis_DSM5571_DDA100_4442	1240	7001	1.4286608219200003	0.18197261039254678	72.75182284634081	23.476460527500226	88.74786209379782	8197	5.8630004	0.020000001
067_Clostridioides_difficile_DSM12056_DDA100_5304	1242	8423	1.5978960519366483	0.0	74.37841530054645	22.02185792349727	83.95491803278688	10040	5.8630004	0.020000001
068_Bordetella_pertussis_DSM4924_DDA100_5254	1487	9265	1.453219179199202	0.0	73.80841277248183	22.905139657356177	89.31404573028465	11014	5.8630004	0.020000001
070_Brevundimonas_diminuta_DSM7234_DDA100_4450	1429	7238	1.5731427220929968	0.09694624185469797	68.89380168672726	27.34790796692049	87.26766560222714	8758	5.8630004	0.020000001
