sample_id	Identified_proteins	Identified_peptides	Median_precursor_mass_error_ppm	Median_precursor_mass_error_ppm_signed	Pct_charge_2plus	Pct_charge_3plus	Pct_zero_missed_cleavages	Identified_precursors	Median_RT_FWHM	Median_IM_FWHM	MS1_TIC_median	MS1_TIC_CV	MS2_precursor_events	MS1_frames	MS2_frames	Gradient_min	Total.Protein.Number.Ref	MS1_TIC_CV_pct	Protein.Identification.Rate
050_Bacillus_wiedmannii_GBSC45_DDA100_5372	1407	8740	1.4918127314577592	0.0	72.22516907571939	23.683861556822706	88.49622066038987	10590	5.8630004	0.020000001	1385143.5	1.081332774761775	38849	1006	5353	11.497420233333337	5753	108.1332774761775	24.456805145141665
051_Campylobacter_coli_DSM4689_DDA100_5278	1167	8812	1.4705454271220413	0.0632619402123664	74.2183324425441	23.4233030464992	86.69160876536611	10665	5.8630004	0.020000001	599350.0	1.1172520493314746	37510	1032	5321	11.498277816666668	1916	111.72520493314747	60.908141962421716
052_Bacillus_wiedmannii_LLCG23_DDA100_5374	1559	9377	1.4460648351732082	0.0940257166288485	69.28372991907236	26.645730160647425	87.06969440753714	11578	5.8630004	0.020000001	1080612.0	1.097201599449805	38175	1016	5359	11.497397916666667	5753	109.7201599449805	27.098904919172607
053_Campylobacter_coli_DSM24132_DDA100_5288	1079	7474	1.3281699029534049	0.0992563417109986	83.36953688417759	14.753671040055607	90.83326092623165	8360	5.8630004	0.020000001	598410.5	1.130218834771636	35958	1032	5322	11.498030983333331	1916	113.0218834771636	56.31524008350731
054_Bacillus_wiedmannii_NMSL88_DDA100_5366	1579	9415	1.498826143711757	0.0	69.80682234992052	26.21958674654603	87.302848759017	11544	5.8630004	0.020000001	1820587.0	1.0806540918607088	38598	1004	5355	11.497038616666666	5753	108.06540918607088	27.44654962628194
056_Campylobacter_jejuni_DSM24114_DDA100_5292	905	4971	1.3401709849705778	0.2515992275903713	81.82758175003231	16.375856275042004	90.30632027917798	5550	5.8630004	0.020000001	2522120.0	1.0749153139739354	36954	991	5376	11.497195616666666	1623	107.49153139739353	55.76093653727665
057_Bacillus_wiedmannii_NMSW23_DDA100_5382	1593	9586	1.4190260545522977	0.0	69.85334057577404	26.17538777234595	87.58524956243588	11780	5.8630004	0.020000001	2157281.5	1.0775234552217243	38556	1002	5359	11.497486316666668	5753	107.75234552217243	27.689900921258477
058_Burkholderia_cepacia_DSM7288_DDA100_5356	1742	7438	1.4935134256174138	0.0	70.61701774755349	25.733952562614032	88.8206999502405	8954	5.8630004	0.020000001	4495591.0	1.0443763982058325	39227	967	5403	11.498208216666663	7409	104.43763982058326	23.511944931839654
060_Citrobacter_freundii_DSM30039_DDA100_5350	1538	6310	1.602118931490035	0.0537082916847909	73.15254869070917	23.716335849408257	87.8855651849781	7627	5.8630004	0.020000001	2166845.0	1.0640469665567764	40740	1007	5352	11.498632566666666	4792	106.40469665567764	32.095158597662774
062_Enterobacter_quasiroggenkampii_E34_DDA100_5328	1562	8527	1.456907701594226	0.0	69.82468443197756	26.262272089761574	87.76998597475456	10380	5.8630004	0.020000001	1450542.5	1.0840799636873877	39038	1006	5353	11.497694666666666	5248	108.40799636873876	29.76371951219512
